POL o Puerto de origen;NAVIERA FCL;POD o Puerto de destino;DIAS LIBRES;VIGENCIA DESDE ;VIGENCIA HASTA;AGENTE;CONTRATO;TIEMPO DE TRANSITO;MONEDA;20 GP;40 GP;40 HC;40 NOR
LELIU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-52;DOLAR;1,415.00;1,715.00;1,715.00;
LELIU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
LELIU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
LELIU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,365.00;1,565.00;1,565.00;
LIANYUNGANG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;39-42;DOLAR;1,450.00;1,700.00;1,700.00;
LIANYUNGANG;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;57-60;DOLAR;1,450.00;1,700.00;1,700.00;
LIANYUNGANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;44-46;DOLAR;1,550.00;1,900.00;1,900.00;
LIANYUNGANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;44-46;DOLAR;1,550.00;1,900.00;1,900.00;
LIANYUNGANG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,810.00;2,270.00;2,270.00;
LIANYUNGANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,400.00;1,700.00;1,700.00;
LIANYUNGANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,450.00;1,800.00;1,800.00;
LIANYUNGANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;44-50;DOLAR;1,440.00;1,840.00;1,840.00;
LIANYUNGANG;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;37-42;DOLAR;1,318.00;1,518.00;1,518.00;
LIANYUNGANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
LIANYUNGANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
LUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,915.00;1,915.00;
LUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,915.00;1,915.00;
MANILA;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;41-48;DOLAR;2,565.00;2,615.00;2,615.00;
MANILA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,555.00;1,915.00;1,915.00;
MAWEI;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,830.00;2,360.00;2,360.00;
MAWEI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,561.00;1,908.00;1,908.00;
MAWEI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,661.00;2,108.00;2,108.00;
NAGOYA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,965.00;1,965.00;
HONG KONG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,208.00;1,308.00;1,308.00;
NANCHANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,650.00;2,050.00;2,050.00;
NANCHANG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,980.00;2,550.00;2,550.00;
NANCHANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-55;DOLAR;1,560.00;1,870.00;1,870.00;
NANCHANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-55;DOLAR;1,660.00;2,070.00;2,070.00;
NANCHANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;51-52;DOLAR;1,665.00;2,115.00;2,115.00;
NANCHANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,765.00;2,265.00;2,265.00;
NANCHANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,765.00;2,265.00;2,265.00;
NANCHANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,615.00;2,065.00;2,065.00;
NANHAI;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;56-56;DOLAR;1,465.00;1,815.00;1,815.00;
NANJING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-38;DOLAR;1,550.00;1,800.00;1,800.00;
NANJING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-38;DOLAR;1,550.00;1,800.00;1,800.00;
NANJING;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,860.00;2,330.00;2,330.00;
NANJING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;45-48;DOLAR;1,566.00;1,953.00;1,953.00;
HUANGPU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,258.00;1,408.00;1,408.00;
NANJING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;45-48;DOLAR;1,466.00;1,753.00;1,753.00;
NANJING;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;42-50;DOLAR;1,565.00;1,915.00;1,915.00;
NANJING;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;31-33;DOLAR;1,418.00;1,618.00;1,618.00;
NANJING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,815.00;1,815.00;
NANJING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,815.00;1,815.00;
NANJING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,415.00;1,615.00;1,615.00;
NANSHA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;39-39;DOLAR;1,450.00;1,650.00;1,650.00;
NANSHA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;39-39;DOLAR;1,450.00;1,650.00;1,650.00;
NANSHA;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,750.00;2,100.00;2,100.00;
NANSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;47-50;DOLAR;1,530.00;1,955.00;1,955.00;
NANSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;47-50;DOLAR;1,430.00;1,755.00;1,755.00;
NANSHA;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-54;DOLAR;1,415.00;1,715.00;1,715.00;
NANSHA;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-37;DOLAR;1,318.00;1,518.00;1,518.00;
NANSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,525.00;1,765.00;1,765.00;
NANSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,525.00;1,765.00;1,765.00;
NANSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,375.00;1,565.00;1,565.00;
NANTONG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,550.00;1,800.00;1,800.00;
NANTONG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,550.00;1,800.00;1,800.00;
NANTONG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,830.00;2,370.00;2,370.00;
NANTONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;49-52;DOLAR;1,561.00;1,953.00;1,953.00;
NANTONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;49-52;DOLAR;1,461.00;1,753.00;1,753.00;
NANTONG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;38-45;DOLAR;1,565.00;1,915.00;1,915.00;
NANTONG;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-33;DOLAR;1,418.00;1,618.00;1,618.00;
NANTONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,815.00;1,815.00;
NANTONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,815.00;1,815.00;
NANTONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;40-40;DOLAR;1,415.00;1,615.00;1,615.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;;;;1,200.00
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;1,300.00;1,500.00;1,500.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;37-40;DOLAR;1,400.00;1,600.00;1,600.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;;;;1,100.00
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,350.00;1,500.00;1,500.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;58-62;DOLAR;1,400.00;1,600.00;1,600.00;
JIANGMEN;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,308.00;1,458.00;1,458.00;
NINGBO;EVERGREEN LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;;;;1,350.00
NINGBO;EVERGREEN LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,350.00;1,500.00;1,500.00;
NINGBO;EVERGREEN LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,350.00;1,400.00;1,400.00;
NINGBO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,350.00;1,500.00;1,500.00;
NINGBO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,350.00;1,500.00;1,500.00;
NINGBO;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,700.00;2,050.00;2,050.00;
NINGBO;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,249.00;1,529.00;1,529.00;
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;18;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,308.00;1,458.00;1,458.00;
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,200.00;1,500.00;1,500.00;
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-1-ST;42-42;DOLAR;;;;1,400.00
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;42-42;DOLAR;1,400.00;1,700.00;1,700.00;
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;42-42;DOLAR;1,300.00;1,500.00;1,500.00;
NINGBO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;40-42;DOLAR;;;;1,315.00
NINGBO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;40-42;DOLAR;1,315.00;1,515.00;1,515.00;
JIUJIANG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,458.00;1,758.00;1,758.00;
NINGBO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;;;;1,115.00
NINGBO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,215.00;1,315.00;1,315.00;
NINGBO;Pacific International Lines;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,200.00
NINGBO;Pacific International Lines;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,100.00
NINGBO;Pacific International Lines;GUAYAQUIL;20;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,300.00;1,400.00;1,400.00;
NINGBO;Pacific International Lines;GUAYAQUIL;20;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,250.00;1,400.00;1,400.00;
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,208.00
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,208.00
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,308.00;1,408.00;1,408.00;
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,308.00;1,408.00;1,408.00;
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;29-32;DOLAR;1,218.00;1,318.00;1,318.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;;;;1,215.00
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,565.00;1,565.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,565.00;1,565.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;1,315.00;1,515.00;1,515.00;
OSAKA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;49-51;DOLAR;1,500.00;1,800.00;1,800.00;
OSAKA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,965.00;1,965.00;
PASIR GUDANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-57;DOLAR;1,490.00;2,190.00;2,190.00;
PASIR GUDANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,865.00;1,865.00;
PENANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;48-51;DOLAR;1,500.00;1,800.00;1,800.00;
PENANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;57-63;DOLAR;1,490.00;2,190.00;2,190.00;
PENANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,865.00;1,865.00;
PORT KELANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;51-51;DOLAR;1,500.00;1,800.00;1,800.00;
PORT KELANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;65-65;DOLAR;1,465.00;1,915.00;1,915.00;
PORT KELANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;;;;1,200.00
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;1,300.00;1,500.00;1,500.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;37-40;DOLAR;1,400.00;1,600.00;1,600.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;;;;1,200.00
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,350.00;1,500.00;1,500.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;58-58;DOLAR;1,400.00;1,600.00;1,600.00;
QINGDAO;EVERGREEN LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;41-43;DOLAR;;;;1,350.00
