POL o Puerto de origen;NAVIERA FCL;POD o Puerto de destino;DIAS LIBRES;VIGENCIA DESDE ;VIGENCIA HASTA;AGENTE;CONTRATO;TIEMPO DE TRANSITO;MONEDA;20 GP;40 GP;40 HC;40 NOR
QINGDAO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;41-43;DOLAR;1,350.00;1,500.00;1,500.00;
QINGDAO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;41-43;DOLAR;1,350.00;1,500.00;1,500.00;
QINGDAO;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,700.00;2,050.00;2,050.00;
QINGDAO;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,249.00;1,529.00;1,529.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,450.00;1,650.00;1,650.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,450.00;1,650.00;1,650.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,400.00;1,550.00;1,550.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,400.00;1,550.00;1,550.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;18;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,358.00;1,508.00;1,508.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,200.00;1,500.00;1,500.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-1-ST;37-37;DOLAR;;;;1,400.00
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;37-37;DOLAR;1,400.00;1,700.00;1,700.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;37-37;DOLAR;1,300.00;1,500.00;1,500.00;
QINGDAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;37-37;DOLAR;;;;1,315.00
QINGDAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;37-37;DOLAR;1,315.00;1,515.00;1,515.00;
QINGDAO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;;;;1,115.00
QINGDAO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,215.00;1,315.00;1,315.00;
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;43-48;DOLAR;1,218.00;1,318.00;1,318.00;
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,358.00
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;10;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;;;;1,358.00
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,408.00;1,558.00;1,558.00;
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,408.00;1,558.00;1,558.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;;;;1,215.00
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,415.00;1,415.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,415.00;1,415.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;1,315.00;1,515.00;1,515.00;
QINGYUAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,530.00;1,854.00;1,854.00;
QINGYUAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,630.00;2,054.00;2,054.00;
QINHUANGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,510.00;1,850.00;1,850.00;
QINHUANGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,610.00;2,050.00;2,050.00;
QINHUANGDAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;54-54;DOLAR;1,565.00;1,965.00;1,965.00;
QINZHOU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,900.00;2,410.00;2,410.00;
QINZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,600.00;2,000.00;2,000.00;
QINZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,500.00;1,800.00;1,800.00;
QINZHOU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;61-63;DOLAR;1,615.00;2,065.00;2,065.00;
QINZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,865.00;1,865.00;
QINZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,865.00;1,865.00;
QINZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,465.00;1,665.00;1,665.00;
RIZHAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;42-42;DOLAR;1,365.00;1,615.00;1,615.00;
RONGQI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;37-38;DOLAR;1,450.00;1,650.00;1,650.00;
RONGQI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;37-38;DOLAR;1,450.00;1,650.00;1,650.00;
RONGQI;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,780.00;2,180.00;2,180.00;
RONGQI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;48-55;DOLAR;1,499.00;1,777.00;1,777.00;
RONGQI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;48-55;DOLAR;1,599.00;1,977.00;1,977.00;
RONGQI;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-55;DOLAR;1,415.00;1,715.00;1,715.00;
LIANYUNGANG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,358.00;1,558.00;1,558.00;
RONGQI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
RONGQI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
RONGQI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-45;DOLAR;1,375.00;1,565.00;1,565.00;
SANSHAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;56-60;DOLAR;1,450.00;1,700.00;1,700.00;
SANSHAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;56-60;DOLAR;1,550.00;1,900.00;1,900.00;
SANSHAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-52;DOLAR;1,415.00;1,715.00;1,715.00;
SANSHAN;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-37;DOLAR;1,318.00;1,518.00;1,518.00;
SANSHAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
SANSHAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
SANSHAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,375.00;1,565.00;1,565.00;
SANSHUI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,450.00;1,700.00;1,700.00;
SANSHUI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,450.00;1,700.00;1,700.00;
SANSHUI;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,800.00;2,210.00;2,210.00;
SANSHUI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-58;DOLAR;1,400.00;1,650.00;1,650.00;
SANSHUI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-58;DOLAR;1,500.00;1,850.00;1,850.00;
SANSHUI;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-55;DOLAR;1,465.00;1,765.00;1,765.00;
SANSHUI;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-36;DOLAR;1,318.00;1,518.00;1,518.00;
SANSHUI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
SANSHUI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
SANSHUI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,375.00;1,565.00;1,565.00;
SEMARANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;48-49;DOLAR;1,500.00;1,800.00;1,800.00;
SEMARANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;56-63;DOLAR;1,640.00;1,865.00;1,865.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;29-31;DOLAR;;;;1,200.00
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;29-31;DOLAR;1,300.00;1,500.00;1,500.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;31-31;DOLAR;1,400.00;1,600.00;1,600.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;;;;1,000.00
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,350.00;1,500.00;1,500.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;47-50;DOLAR;1,400.00;1,600.00;1,600.00;
SHANGHAI;EVERGREEN LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;32-32;DOLAR;;;;1,350.00
SHANGHAI;EVERGREEN LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;LONGSAIL SUPPLY CHAIN CO., LTD.                                                                     ;LONGSAIL;30-35;DOLAR;1,315.00;1,415.00;1,415.00;
NANCHANG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,508.00;1,808.00;1,808.00;
SHANGHAI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;32-32;DOLAR;1,350.00;1,500.00;1,500.00;
SHANGHAI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;32-32;DOLAR;1,350.00;1,500.00;1,500.00;
SHANGHAI;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,700.00;2,050.00;2,050.00;
SHANGHAI;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,249.00;1,529.00;1,529.00;
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;18;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,258.00;1,408.00;1,408.00;
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,200.00;1,500.00;1,500.00;
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-1-ST;41-41;DOLAR;;;;1,400.00
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;41-41;DOLAR;1,400.00;1,700.00;1,700.00;
